chr	gene	nSNPs	nSims	start	stop	Test	geneBased.pval	topSNP	topSNP.pval	genome	cohort	outcome	disease
6	RAET1L	89	1000	150331265	150356668	28.7881459071072	0.935064935064935	rs28417517	0.06893	R	M	OS	mixed
19	RELB	131	1000	45494706	45551456	73.428593760887	0.915084915084915	rs146828936	0.00722600000000001	R	M	OS	mixed
4	RFC1	173	1000	39279068	39378001	74.9610490819599	0.875124875124875	rs4975010	0.01259	R	M	OS	mixed
7	RFC2	73	1000	73635831	73678788	49.4378386104906	0.65034965034965	rs185427482	0.0481299999999999	R	M	OS	mixed
13	RFC3	369	1000	34382205	34550695	560.503602505156	0.147852147852148	rs9570412	0.00951000000000001	R	M	OS	mixed
3	RFC4	74	1000	186497681	186534484	43.5578659459986	0.763236763236763	rs3917132	0.0902999999999999	R	M	OS	mixed
12	RFC5	108	1000	118444505	118480042	64.0954211079798	0.842157842157842	rs145612013	0.0751799999999996	R	M	OS	mixed
1	SELL	179	1000	169649805	169690843	242.845323992963	0.202797202797203	rs7518441	0.00851699999999998	R	M	OS	mixed
5	SLC22A4	192	1000	131620144	131689899	179.361471744742	0.418581418581419	rs145841772	0.01522	R	M	OS	mixed
5	SLC22A5	132	1000	131695400	131741306	126.833084589935	0.436563436563437	rs60978556	0.01356	R	M	OS	mixed
12	SMUG1	64	1000	54564141	54592778	45.7400897815049	0.59040959040959	rs79870864	0.01501	R	M	OS	mixed
2	STAT4	284	1000	191884301	192026322	263.121859541118	0.456543456543457	rs116280079	0.00613800000000003	R	M	OS	mixed
11	TCN1	33	1000	59610280	59644041	21.9986877331286	0.743256743256743	rs117309696	0.02905	R	M	OS	mixed
22	TCN2	260	1000	30993069	31033047	296.620997839768	0.300699300699301	rs187230101	0.01046	R	M	OS	mixed
12	TDG	171	1000	104349592	104392656	156.437931919681	0.496503496503497	rs4135054	0.0538000000000001	R	M	OS	mixed
19	TGFB1	91	1000	41826435	41869838	104.830410454021	0.303696303696304	rs8102501	0.00190499999999999	R	M	OS	mixed
1	TGFB2	239	1000	218508675	218627961	149.269579825504	0.806193806193806	rs11466376	0.003279	R	M	OS	mixed
9	TGFBR1	134	1000	101857411	101926473	44.8809988248623	0.964035964035964	rs11466464	0.007059	R	M	OS	mixed
3	TGFBR2	335	1000	30637993	30745633	266.318269340447	0.676323676323676	rs3773663	0.01521	R	M	OS	mixed
1	TGFBR3	784	1000	92135899	92381559	702.007384174376	0.553446553446553	rs182461894	0.00426800000000001	R	M	OS	mixed
4	TLR1	117	1000	38787875	38816412	137.805643330687	0.276723276723277	rs183160437	0.03676	R	M	OS	mixed
4	TLR10	188	10000	38763859	38794611	395.130319916694	0.0638936106389361	rs193074477	0.01351	R	M	OS	mixed
4	TLR2	93	1000	154595440	154637242	94.1529896081498	0.381618381618382	rs80215628	0.0154199999999999	R	M	OS	mixed
4	TLR3	140	1000	186980308	187016252	74.4301281757885	0.867132867132867	rs6832742	0.06833	R	M	OS	mixed
9	TLR4	81	1000	120456452	120489769	60.959452072232	0.644355644355644	rs56131535	0.02513	R	M	OS	mixed
1	TLR5	193	1000	223272747	223326624	94.8823113412535	0.73026973026973	rs116693072	0.00930299999999998	R	M	OS	mixed
4	TLR6	201	1000	38815328	38868438	93.2480105459765	0.773226773226773	rs146201413	0.0215700000000001	R	M	OS	mixed
3	TLR9	36	1000	52245095	52270179	60.8180216723298	0.118881118881119	rs11717081	0.01921	R	M	OS	mixed
6	TNF	71	1000	31533343	31556112	95.7180246770799	0.196803196803197	rs115175393	0.0172799999999999	R	M	OS	mixed
8	TNFRSF10A	183	1000	23038969	23092680	183.43533998452	0.384615384615385	rs146642382	0.00654199999999999	R	M	OS	mixed
12	TNFRSF1A	71	1000	6427922	6461283	110.266689067308	0.135864135864136	rs2284344	0.00862199999999996	R	M	OS	mixed
1	TNFRSF1B	204	1000	12217059	12279277	85.5854714555736	0.977022977022977	rs5745989	0.00828299999999998	R	M	OS	mixed
3	TNFSF10	180	1000	172213297	172251297	149.912542283889	0.522477522477522	rs4894559	0.0643399999999998	R	M	OS	mixed
1	TNFSF4	118	1000	173142869	173186471	199.694925536558	0.107892107892108	rs10127728	0.009512	R	M	OS	mixed
22	TYMP	85	1000	50954180	50978514	117.78598454695	0.192807192807193	rs142338283	0.00799600000000002	R	M	OS	mixed
6	ULBP3	96	1000	150375742	150400202	48.6795408630035	0.792207792207792	rs112297578	0.0634200000000003	R	M	OS	mixed
12	UNG	83	1000	109525398	109558798	62.4896206785275	0.616383616383616	rs16939919	0.0360400000000001	R	M	OS	mixed
12	VDR	229	1000	48225319	48308814	204.25211014428	0.522477522477522	rs11611678	0.00175099999999999	R	M	OS	mixed
19	XRCC1	167	1000	44037463	44089730	158.113284000802	0.460539460539461	rs8101200	0.0132800000000001	R	M	OS	mixed
7	ABCB1	471	1000	87123178	87352639	401.043431709289	0.558441558441558	rs17327747	0.00531400000000001	R	M	OS	noALL
16	ABCC1	707	1000	16033433	16246930	615.030780424974	0.558441558441558	rs116847838	0.00665099999999994	R	M	OS	noALL
13	ABCC4	1201	1000	95662082	95963687	698.076824415988	0.973026973026973	rs144800540	0.00467099999999999	R	M	OS	noALL
4	ABCG2	520	1000	89001415	89162474	259.644676983699	0.968031968031968	rs113617784	0.03075	R	M	OS	noALL
14	APEX1	68	1000	20913289	20935931	35.4363894595785	0.805194805194805	rs75623378	0.0252600000000001	R	M	OS	noALL
19	C3	265	1000	6667845	6730662	309.727673341148	0.248751248751249	rs10414623	0.00379200000000001	R	M	OS	noALL
19	CARD8	316	1000	48701342	48769203	338.097744932942	0.37962037962038	rs1125297	0.03404	R	M	OS	noALL
21	CBS	213	1000	44463300	44506472	171.693868837584	0.58041958041958	rs78660766	0.01986	R	M	OS	noALL
3	CCR5	79	1000	46401632	46427697	77.8140836058073	0.418581418581419	rs41526948	0.002307	R	M	OS	noALL
5	CD14	56	1000	140001312	140023286	24.6445917575749	0.739260739260739	rs75882576	0.2296	R	M	OS	noALL
9	CD274	143	1000	5440502	5480567	249.108458677146	0.0869130869130869	rs4742095	0.00204	R	M	OS	noALL
2	CD28	134	10000	204561197	204613636	420.102824089395	0.0111988801119888	rs148849825	0.000238899999999994	R	M	OS	noALL
20	CD40	88	1000	44736905	44768384	124.914501704769	0.181818181818182	rs41282788	0.01425	R	M	OS	noALL
3	CD86	181	1000	121764208	121849988	177.480106126473	0.42957042957043	rs78553644	0.00735000000000001	R	M	OS	noALL
10	CHUK	138	1000	101938123	101999344	27.3746630080248	0.991008991008991	rs17882717	0.02256	R	M	OS	noALL
1	CTH	131	1000	70866900	70915534	104.892948175933	0.621378621378621	rs138466200	0.0123200000000001	R	M	OS	noALL
2	CTLA4	50	1000	204722510	204748683	44.5972409556004	0.452547452547453	rs79622162	0.02532	R	M	OS	noALL
4	CXCL10	92	1000	76932268	76954689	71.9480895450317	0.442557442557443	rs12511861	0.0890800000000005	R	M	OS	noALL
4	CXCL8	39	1000	74596222	74619433	10.6607311526794	0.853146853146853	rs17202249	0.1925	R	M	OS	noALL
19	CYP2B6	189	1000	41487203	41534301	199.207416593814	0.353646353646354	rs140520740	0.02837	R	M	OS	noALL
10	CYP2C19	306	1000	96512462	96622671	123.994938025155	0.851148851148851	rs185074599	0.0165700000000001	R	M	OS	noALL
10	CYP2C9	262	1000	96688414	96759148	135.436170300869	0.792207792207792	rs186217659	0.01173	R	M	OS	noALL
7	CYP3A5	74	1000	99235811	99287649	38.0067691426606	0.85014985014985	rs41300719	0.04377	R	M	OS	noALL
14	DAAM1	615	1000	59645380	59848123	175.454603319304	0.996003996003996	rs75512031	0.0138300000000001	R	M	OS	noALL
6	EDN1	73	1000	12280528	12307427	100.969620513819	0.186813186813187	rs11752276	0.01177	R	M	OS	noALL
6	ESR1	1354	1000	152001630	152434408	1889.26737313431	0.10989010989011	rs150383919	2.88999999999998e-05	R	M	OS	noALL
10	FAS	214	1000	90740287	90785542	53.3393326784645	0.989010989010989	rs80178021	0.147500000000001	R	M	OS	noALL
1	FASLG	61	1000	172618184	172646012	73.4502461010852	0.26973026973027	rs12041613	0.00481599999999999	R	M	OS	noALL
1	FCGR2A	120	1000	161465204	161499360	83.4159022044045	0.709290709290709	rs113727631	0.0144	R	M	OS	noALL
11	FEN1	29	1000	61550108	61574714	11.4504919919806	0.84015984015984	rs412334	0.113899999999999	R	M	OS	noALL
6	GCLC	240	1000	53352139	53419927	120.844866054911	0.912087912087912	rs151205431	0.00393900000000001	R	M	OS	noALL
1	GCLM	139	1000	94342589	94385012	158.940211454197	0.295704295704296	rs7515813	0.03789	R	M	OS	noALL
22	GGT1	195	1000	24969717	25034972	248.97016751602	0.185814185814186	rs79452453	0.001791	R	M	OS	noALL
3	GPX1	31	1000	49384608	49405791	26.0156027691825	0.475524475524476	rs187738872	0.0841799999999998	R	M	OS	noALL
14	GPX2	79	1000	65395869	65419623	31.9002908144503	0.865134865134865	rs76596936	0.0253899999999999	R	M	OS	noALL
5	GPX3	81	1000	150389998	150418554	69.9173952130092	0.496503496503497	rs2042235	0.01809	R	M	OS	noALL
6	GSTA1	91	1000	52646177	52678664	78.2615189223761	0.440559440559441	rs148023804	0.0889999999999999	R	M	OS	noALL
1	GSTM1	42	1000	110220417	110246367	39.2876909431186	0.521478521478521	rs679529	0.0212700000000001	R	M	OS	noALL
1	GSTM2	80	1000	110200643	110236619	78.510863389369	0.442557442557443	rs679529	0.0212700000000001	R	M	OS	noALL
1	GSTM3	56	1000	110266553	110293660	78.3089983564124	0.187812187812188	rs1854962	0.0378400000000001	R	M	OS	noALL
1	GSTM4	90	1000	110188697	110218123	75.5357328147955	0.511488511488511	rs676828	0.0490200000000001	R	M	OS	noALL
1	GSTM5	104	1000	110244863	110270890	129.401722984896	0.266733266733267	rs116135843	0.0232600000000001	R	M	OS	noALL
11	GSTP1	84	1000	67341065	67364124	36.1818976245836	0.778221778221778	rs1254133	0.00467899999999997	R	M	OS	noALL
22	GSTT1	9	1000	24366138	24394284	9.00131426813324	0.423576423576424	rs13054924	0.05962	R	M	OS	noALL
14	GZMB	80	1000	25090160	25113432	41.1806479046265	0.793206793206793	rs138872393	0.0322999999999999	R	M	OS	noALL
13	HMGB1	52	1000	31022878	31050081	103.982376855937	0.0879120879120879	rs117247190	0.000187699999999998	R	M	OS	noALL
4	HPSE	166	1000	84203613	84266306	77.2689720623357	0.89010989010989	rs12331678	0.0392099999999999	R	M	OS	noALL
19	ICAM1	90	1000	10371516	10407291	126.476576111316	0.131868131868132	rs10411145	0.0389100000000001	R	M	OS	noALL
2	ICOS	174	10000	204791470	204836298	432.435962603987	0.0115988401159884	rs11695389	0.000968799999999981	R	M	OS	noALL
12	IFNG	78	1000	68538549	68563521	36.4812818956449	0.849150849150849	rs2069732	0.0572800000000001	R	M	OS	noALL
6	IFNGR1	72	1000	137508620	137550567	55.5722816444513	0.682317682317682	rs17066171	0.01112	R	M	OS	noALL
21	IFNGR2	146	1000	34765201	34819828	75.7852760617982	0.831168831168831	rs4816454	0.0615600000000001	R	M	OS	noALL
8	IKBKB	154	1000	42118819	42200171	132.527089632809	0.480519480519481	rs192088753	0.01405	R	M	OS	noALL
1	IL10	64	1000	206930947	206955839	51.5812146728215	0.546453546453546	rs1800871	0.0314100000000001	R	M	OS	noALL
11	IL10RA	87	1000	117847105	117882199	69.7776618851489	0.525474525474525	rs11216669	0.138800000000002	R	M	OS	noALL
21	IL10RB	157	1000	34628664	34679539	96.3167743274852	0.774225774225774	rs3191758	0.01343	R	M	OS	noALL
3	IL12A	74	1000	159696622	159723806	101.190661267821	0.184815184815185	rs4608735	0.00690999999999999	R	M	OS	noALL
5	IL12B	66	1000	158731790	158767481	40.5233181812024	0.697302697302697	rs112042454	0.01514	R	M	OS	noALL
19	IL12RB1	254	1000	18159804	18219626	357.75200301287	0.163836163836164	rs11667505	0.01008	R	M	OS	noALL
5	IL13	42	1000	131983864	132006801	18.663789346767	0.841158841158841	rs185722420	0.0322199999999999	R	M	OS	noALL
10	IL15RA	222	1000	5984333	6030150	330.070613192945	0.124875124875125	rs11592245	0.01061	R	M	OS	noALL
11	IL18	98	1000	112003973	112044840	26.7543326309451	0.974025974025974	rs143442996	0.0399899999999997	R	M	OS	noALL
2	IL1A	83	1000	113521491	113552971	160.38944515742	0.103896103896104	rs80134366	0.0297600000000001	R	M	OS	noALL
2	IL1B	51	1000	113577336	113604356	94.5382731738477	0.0839160839160839	rs3917381	0.01958	R	M	OS	noALL
2	IL1R1	382	1000	102676835	102806334	213.84016641179	0.869130869130869	rs113266489	0.0264100000000001	R	M	OS	noALL
2	IL1RN	148	1000	113865469	113901593	61.4971713940723	0.84015984015984	rs315932	0.02068	R	M	OS	noALL
4	IL2	50	1000	123362625	123387650	39.086755400614	0.53946053946054	rs183188538	0.01708	R	M	OS	noALL
1	IL23R	320	1000	67622168	67735650	112.690877671201	0.987012987012987	rs116360994	0.00856499999999997	R	M	OS	noALL
10	IL2RA	304	1000	6042656	6114333	326.734540292512	0.347652347652348	rs10795733	0.00770500000000003	R	M	OS	noALL
5	IL4	64	1000	131999677	132028370	32.5921880072776	0.749250749250749	rs2243248	0.0900399999999998	R	M	OS	noALL
16	IL4R	218	1000	27315229	27386099	248.980254516389	0.305694305694306	rs186191820	0.000326500000000003	R	M	OS	noALL
7	IL6	98	1000	22756765	22781621	84.666986519019	0.501498501498502	rs1880243	0.00964500000000003	R	M	OS	noALL
1	IL6R	196	1000	154367668	154451926	108.004964525463	0.816183816183816	rs149326073	0.01582	R	M	OS	noALL
5	IL7R	138	1000	35846976	35889705	32.5423931674127	0.964035964035964	rs143439383	0.0837699999999998	R	M	OS	noALL
19	IRF3	39	1000	50152825	50179132	14.8899945603681	0.936063936063936	rs145379081	0.0959800000000001	R	M	OS	noALL
12	KLRK1	100	1000	10514951	10552653	31.306210156233	0.923076923076923	rs78965444	0.1713	R	M	OS	noALL
19	LIG1	317	1000	48608701	48683860	182.704161353842	0.697302697302697	rs193089351	0.000195100000000004	R	M	OS	noALL
17	LIG3	43	1000	33297516	33342088	19.0200015992727	0.852147852147852	rs2074517	0.0745900000000001	R	M	OS	noALL
12	LRP1	157	1000	57512281	57617125	120.195038776521	0.605394605394605	rs143655815	0.002516	R	M	OS	noALL
19	MADCAM1	165	1000	486489	515343	84.0467680430554	0.944055944055944	rs138891249	0.0601999999999996	R	M	OS	noALL
2	MAL	48	1000	95681399	95729737	36.1311388380495	0.639360639360639	rs144581168	0.02648	R	M	OS	noALL
3	MBD4	70	1000	129139786	129169022	63.775349153913	0.338661338661339	rs62266959	0.0697800000000001	R	M	OS	noALL
10	MBL2	126	10000	54515139	54541460	270.221586613219	0.0476952304769523	rs61844328	0.00586199999999999	R	M	OS	noALL
12	MGST1	151	1000	16490075	16540123	89.5312577790153	0.783216783216783	rs146777227	0.0129899999999999	R	M	OS	noALL
22	MIF	106	1000	24226564	24247409	162.230724799223	0.127872127872128	rs57150072	0.00361200000000001	R	M	OS	noALL
16	MPG	87	1000	117017	145850	84.366621560024	0.403596403596404	rs216608	0.02684	R	M	OS	noALL
17	MPO	61	1000	56337216	56368296	65.6803258701318	0.355644355644356	rs117662882	0.00761999999999998	R	M	OS	noALL
1	MTHFR	230	1000	11835786	11876160	82.592701047667	0.89010989010989	rs61776077	0.0635799999999998	R	M	OS	noALL
1	MTR	335	1000	236948580	237077281	615.401755316035	0.106893106893107	rs16834391	0.000256800000000001	R	M	OS	noALL
5	MTRR	260	1000	7859216	7911235	149.308792361133	0.798201798201798	rs11740089	0.0534899999999997	R	M	OS	noALL
1	MUTYH	40	1000	45784913	45816142	27.2649705958083	0.668331668331668	rs191386097	0.05716	R	M	OS	noALL
8	NAT1	390	1000	18017970	18091198	327.123492126618	0.577422577422577	rs13263268	0.00981899999999998	R	M	OS	noALL
8	NAT2	206	1000	18238754	18268723	128.646453764672	0.647352647352647	rs115942586	0.0144	R	M	OS	noALL
4	NFKB1	248	1000	103412485	103548459	193.65962388194	0.488511488511489	rs4648135	0.0432099999999998	R	M	OS	noALL
10	NFKB2	54	10000	104143866	104172286	121.550743901263	0.0175982401759824	rs12360253	0.00916199999999998	R	M	OS	noALL
14	NFKBIA	95	1000	35860715	35883960	64.3977985289815	0.708291708291708	rs77649255	0.0430799999999999	R	M	OS	noALL
19	NFKBIB	70	1000	39380339	39409534	42.3913970000154	0.736263736263736	rs79257780	0.0955400000000004	R	M	OS	noALL
1	NLRP3	294	1000	247569457	247622406	435.90364368217	0.104895104895105	rs10925025	0.00137699999999997	R	M	OS	noALL
16	NOD2	102	1000	50721049	50776987	65.3574364029289	0.663336663336663	rs5743292	0.01567	R	M	OS	noALL
12	NOS1	486	1000	117635946	117809607	304.567390911192	0.838161838161838	rs148231495	0.00697400000000005	R	M	OS	noALL
17	NOS2	197	1000	26073791	26137555	148.861245332238	0.67032967032967	rs149940587	0.00377700000000002	R	M	OS	noALL
7	NOS3	102	1000	150678143	150721687	118.896899864371	0.281718281718282	rs1808593	0.01789	R	M	OS	noALL
16	NTHL1	58	1000	2079815	2107867	78.4991526129333	0.172827172827173	rs2073636	0.00606600000000001	R	M	OS	noALL
3	OGG1	70	1000	9781627	9818353	74.5389080491253	0.375624375624376	rs3218997	0.01344	R	M	OS	noALL
12	OLR1	143	1000	10300898	10334790	85.2508244346485	0.674325674325674	rs9738986	0.0447600000000003	R	M	OS	noALL
12	P2RX7	353	1000	121560621	121634354	413.873289136827	0.260739260739261	rs117629432	0.00123200000000003	R	M	OS	noALL
1	PARP1	199	1000	226538391	226605801	266.062457875101	0.270729270729271	rs3219080	0.02282	R	M	OS	noALL
20	PCNA	78	1000	5085598	5117268	60.2482735175746	0.428571428571429	rs6076779	0.00398799999999999	R	M	OS	noALL
22	PDGFB	132	1000	39609684	39650957	159.446351955289	0.292707292707293	rs130650	0.000385700000000003	R	M	OS	noALL
4	PDGFC	358	1000	157672762	157902546	210.908488680345	0.812187812187812	rs146478099	0.002345	R	M	OS	noALL
11	PDGFD	991	10000	103767913	104045027	1624.72737295234	0.0580941905809419	rs1487916	0.00198500000000001	R	M	OS	noALL
4	PDGFRA	205	1000	55085263	55174412	184.602200632954	0.434565434565435	rs41279525	0.000651099999999988	R	M	OS	noALL
5	PDGFRB	199	1000	149483401	149545422	131.048826453507	0.813186813186813	rs2228439	0.00310100000000002	R	M	OS	noALL
17	PECAM1	102	1000	62386776	62417083	118.046869563874	0.286713286713287	rs11657752	0.00850100000000002	R	M	OS	noALL
19	PNKP	63	1000	50354459	50380822	41.2402007500624	0.697302697302697	rs111647455	0.0559400000000001	R	M	OS	noALL
8	POLB	122	1000	42185972	42239331	132.680648275354	0.324675324675325	rs192088753	0.01405	R	M	OS	noALL
19	POLD1	141	1000	50877579	50931275	112.921924325833	0.549450549450549	rs117882241	0.03009	R	M	OS	noALL
7	POLD2	76	1000	44144278	44173169	117.694129776674	0.144855144855145	rs2922665	0.0320099999999999	R	M	OS	noALL
12	POLE	272	1000	133190347	133274110	369.607514493361	0.197802197802198	rs7971439	0.00599800000000001	R	M	OS	noALL
18	POLI	165	1000	51785848	51834604	131.424590881971	0.478521478521479	rs72927099	0.1012	R	M	OS	noALL
10	POLL	53	1000	103328638	103358027	41.1279520481109	0.478521478521479	rs11191054	0.0211900000000001	R	M	OS	noALL
7	PON1	126	1000	94917668	94963884	63.167758817595	0.908091908091908	rs117459347	0.0832599999999994	R	M	OS	noALL
9	PTGS1	158	1000	125122808	125167982	188.376106594511	0.264735264735265	rs10306202	0.02634	R	M	OS	noALL
1	PTGS2	107	1000	186630943	186659559	48.1642679315333	0.808191808191808	rs5277	0.01117	R	M	OS	noALL
1	PTPN22	147	1000	114346432	114424375	94.9627670682524	0.712287712287712	rs55730164	0.04873	R	M	OS	noALL
6	RAET1E	116	1000	150194510	150227195	41.6828404114661	0.825174825174825	rs79782857	0.00505100000000002	R	M	OS	noALL
6	RAET1G	87	1000	150228013	150254214	37.6097138071069	0.896103896103896	rs78251044	0.01014	R	M	OS	noALL
6	RAET1L	89	1000	150331265	150356668	28.8959279945404	0.948051948051948	rs28417517	0.1729	R	M	OS	noALL
19	RELB	131	1000	45494706	45551456	76.606405185781	0.89010989010989	rs146828936	0.01112	R	M	OS	noALL
4	RFC1	173	1000	39279068	39378001	47.7373694691676	0.978021978021978	rs17335487	0.0460000000000001	R	M	OS	noALL
7	RFC2	73	1000	73635831	73678788	73.8099752019668	0.346653346653347	rs3135655	0.04572	R	M	OS	noALL
13	RFC3	369	1000	34382205	34550695	510.129169130426	0.186813186813187	rs7994401	0.004144	R	M	OS	noALL
3	RFC4	74	1000	186497681	186534484	37.3537886623827	0.859140859140859	rs3917132	0.1055	R	M	OS	noALL
12	RFC5	108	1000	118444505	118480042	48.300175170391	0.944055944055944	rs143312653	0.0342699999999999	R	M	OS	noALL
1	SELL	179	1000	169649805	169690843	167.118979082171	0.466533466533467	rs7518441	0.006342	R	M	OS	noALL
5	SLC22A4	192	1000	131620144	131689899	161.649827394359	0.458541458541459	rs145841772	0.01863	R	M	OS	noALL
5	SLC22A5	132	1000	131695400	131741306	97.3308231083325	0.551448551448551	rs60978556	0.01433	R	M	OS	noALL
12	SMUG1	64	1000	54564141	54592778	62.7874937679287	0.375624375624376	rs61921387	0.00848600000000005	R	M	OS	noALL
2	STAT4	284	1000	191884301	192026322	178.677634543808	0.81018981018981	rs116280079	0.00377899999999999	R	M	OS	noALL
11	TCN1	33	1000	59610280	59644041	13.800594242612	0.963036963036963	rs72931265	0.0756399999999998	R	M	OS	noALL
22	TCN2	260	1000	30993069	31033047	285.7428527851	0.311688311688312	rs148440260	0.01172	R	M	OS	noALL
12	TDG	171	1000	104349592	104392656	196.424554175829	0.322677322677323	rs4964435	0.0191	R	M	OS	noALL
19	TGFB1	91	1000	41826435	41869838	75.8464078329151	0.581418581418581	rs8102501	0.0190899999999999	R	M	OS	noALL
1	TGFB2	239	1000	218508675	218627961	145.849418594352	0.825174825174825	rs11466376	0.0242500000000001	R	M	OS	noALL
9	TGFBR1	134	1000	101857411	101926473	44.9880059496846	0.942057942057942	rs11466464	0.0130899999999999	R	M	OS	noALL
3	TGFBR2	335	1000	30637993	30745633	216.216659660204	0.879120879120879	rs1155705	0.02999	R	M	OS	noALL
1	TGFBR3	784	1000	92135899	92381559	494.922321724355	0.865134865134865	rs2029356	0.00892699999999999	R	M	OS	noALL
4	TLR1	117	10000	38787875	38816412	267.334439933132	0.0590940905909409	rs6834581	0.00888599999999998	R	M	OS	noALL
4	TLR10	188	1e+05	38763859	38794611	650.267626186369	0.00651993480065199	rs7694115	0.00149900000000001	R	M	OS	noALL
4	TLR2	93	1000	154595440	154637242	109.058834725591	0.295704295704296	rs6535936	0.0380800000000003	R	M	OS	noALL
4	TLR3	140	1000	186980308	187016252	95.3954174954045	0.761238761238761	rs6832742	0.03909	R	M	OS	noALL
9	TLR4	81	1000	120456452	120489769	52.9205805737801	0.728271728271728	rs10759932	0.0627499999999999	R	M	OS	noALL
1	TLR5	193	1000	223272747	223326624	47.3458004738176	0.966033966033966	rs75407439	0.0464000000000001	R	M	OS	noALL
4	TLR6	201	1000	38815328	38868438	177.012583045754	0.441558441558442	rs6815814	0.0233999999999999	R	M	OS	noALL
3	TLR9	36	1000	52245095	52270179	56.6119053653245	0.142857142857143	rs11717081	0.004939	R	M	OS	noALL
6	TNF	71	1000	31533343	31556112	71.270358898222	0.403596403596404	rs2229092	0.01209	R	M	OS	noALL
8	TNFRSF10A	183	1000	23038969	23092680	237.704210587438	0.200799200799201	rs13262416	0.00569699999999998	R	M	OS	noALL
12	TNFRSF1A	71	1000	6427922	6461283	101.996181679866	0.150849150849151	rs2284344	0.00708000000000002	R	M	OS	noALL
1	TNFRSF1B	204	1000	12217059	12279277	117.404152187333	0.849150849150849	rs5745989	0.00687900000000002	R	M	OS	noALL
3	TNFSF10	180	1000	172213297	172251297	148.486257596558	0.517482517482518	rs182411524	0.0321400000000001	R	M	OS	noALL
1	TNFSF4	118	1000	173142869	173186471	101.800017761832	0.483516483516484	rs72722840	0.0696899999999998	R	M	OS	noALL
22	TYMP	85	1000	50954180	50978514	123.897117452456	0.145854145854146	rs118119439	0.0187699999999999	R	M	OS	noALL
6	ULBP3	96	1000	150375742	150400202	31.739916020152	0.915084915084915	rs112297578	0.07431	R	M	OS	noALL
12	UNG	83	1000	109525398	109558798	64.703903365382	0.622377622377622	rs16939919	0.0367099999999998	R	M	OS	noALL
12	VDR	229	1000	48225319	48308814	239.528153555314	0.348651348651349	rs4334089	0.00677899999999998	R	M	OS	noALL
19	XRCC1	167	1000	44037463	44089730	147.702303461761	0.522477522477522	rs116990404	0.0180100000000001	R	M	OS	noALL
7	ABCB1	471	1000	87123178	87352639	648.49804995593	0.178821178821179	rs80238698	0.002177	R	M	PFS	ALLonly
16	ABCC1	707	1000	16033433	16246930	682.950984147274	0.45954045954046	rs117581591	0.01494	R	M	PFS	ALLonly
13	ABCC4	1201	1000	95662082	95963687	1154.29896648841	0.495504495504495	rs58489302	5.64100000000008e-05	R	M	PFS	ALLonly
4	ABCG2	520	1000	89001415	89162474	622.837250930017	0.241758241758242	rs62309962	0.00315600000000001	R	M	PFS	ALLonly
14	APEX1	68	10000	20913289	20935931	135.50429992901	0.0663933606639336	rs57905147	0.002063	R	M	PFS	ALLonly
19	C3	265	1000	6667845	6730662	193.132856471165	0.727272727272727	rs11085195	0.03456	R	M	PFS	ALLonly
19	CARD8	316	1000	48701342	48769203	270.760692119618	0.467532467532468	rs113400009	0.01274	R	M	PFS	ALLonly
21	CBS	213	1000	44463300	44506472	107.596917826318	0.894105894105894	rs9985136	0.0118300000000001	R	M	PFS	ALLonly
3	CCR5	79	1000	46401632	46427697	83.8258273093278	0.36963036963037	rs41526948	0.02374	R	M	PFS	ALLonly
5	CD14	56	1000	140001312	140023286	38.805385450879	0.53046953046953	rs62384216	0.02639	R	M	PFS	ALLonly
9	CD274	143	10000	5440502	5480567	274.642154865588	0.0558944105589441	rs140286656	0.01274	R	M	PFS	ALLonly
2	CD28	134	1000	204561197	204613636	87.212962658005	0.705294705294705	rs3769683	0.121699999999999	R	M	PFS	ALLonly
20	CD40	88	1000	44736905	44768384	87.8805881577105	0.393606393606394	rs11569345	0.002231	R	M	PFS	ALLonly
3	CD86	181	1000	121764208	121849988	271.216301341912	0.123876123876124	rs79656993	0.007367	R	M	PFS	ALLonly
10	CHUK	138	1000	101938123	101999344	104.424384734107	0.559440559440559	rs17882717	0.0519200000000001	R	M	PFS	ALLonly
1	CTH	131	1000	70866900	70915534	111.821489647988	0.567432567432567	rs17131305	0.0645700000000002	R	M	PFS	ALLonly
2	CTLA4	50	1000	204722510	204748683	83.9772378745127	0.153846153846154	rs231731	0.0242699999999999	R	M	PFS	ALLonly
4	CXCL10	92	1000	76932268	76954689	139.326204351685	0.190809190809191	rs79680622	0.01137	R	M	PFS	ALLonly
4	CXCL8	39	1000	74596222	74619433	36.9293084578595	0.36963036963037	rs150610491	0.00931400000000001	R	M	PFS	ALLonly
19	CYP2B6	189	1000	41487203	41534301	329.75504702047	0.0939060939060939	rs35930845	0.00126700000000001	R	M	PFS	ALLonly
10	CYP2C19	306	1000	96512462	96622671	162.979572268915	0.728271728271728	rs77739805	1.61299999999997e-05	R	M	PFS	ALLonly
10	CYP2C9	262	1000	96688414	96759148	137.268507945199	0.785214785214785	rs111595519	0.00244799999999999	R	M	PFS	ALLonly
7	CYP3A5	74	1000	99235811	99287649	131.63289292015	0.0759240759240759	rs28365082	0.00586799999999996	R	M	PFS	ALLonly
14	DAAM1	615	1000	59645380	59848123	786.433635505487	0.231768231768232	rs8016570	0.004383	R	M	PFS	ALLonly
